Location,Year,ChlorophyllPercentage_100m,ChlorophyllPercentage_1000m
ESG_2961,2023,0.0,0.2
ESG_7648,2023,44.85,52.3
ESG_8823,2023,5.74,20.14
ESG_83589,2023,11.4,26.11
ESG_83592,2023,0.0,0.24
ESG_83599,2023,7.83,26.31
ESG_83612,2023,27.38,44.2
ESG_83614,2023,24.96,80.03
ESG_83614,2023,24.96,80.03
ESG_83619,2023,20.62,32.49
ESG_83626,2023,27.66,58.18
ESG_83967,2023,7.12,29.55
ESG_84312,2023,0.0,0.19
ESG_84419,2023,1.52,2.08
ESG_84425,2023,0.77,0.2
ESG_84428,2023,0.47,0.12
ESG_84431,2023,0.48,0.06
ESG_84434,2023,2.0,0.39
ESG_92642,2023,0.26,0.07
ESG_84485,2023,0.35,0.27
ESG_84622,2023,8.0,1.25
ESG_100119,2023,17.18,17.43
ESG_100121,2023,0.23,0.83
ESG_100125,2023,0.0,0.03
ESG_100129,2023,0.0,0.19
ESG_100134,2023,8.02,1.42
ESG_100135,2023,,
ESG_100138,2023,,
ESG_100141,2023,14.62,36.74
ESG_100152,2023,1.84,1.79
ESG_100158,2023,0.0,0.22
ESG_100161,2023,0.14,1.42
ESG_100164,2023,0.0,9.11
ESG_100169,2023,0.0,0.06
ESG_100171,2023,4.64,2.65
ESG_100174,2023,0.96,0.04
ESG_100179,2023,0.0,0.6
ESG_100182,2023,0.02,0.01
ESG_100183,2023,0.51,0.45
ESG_100185,2023,10.14,14.14
ESG_100193,2023,3.21,1.29
ESG_100201,2023,1.23,0.33
ESG_100205,2023,4.12,6.35
ESG_100207,2023,46.42,19.7
ESG_100211,2023,0.34,0.69
ESG_100212,2023,0.0,28.5
ESG_100216,2023,6.83,2.89
ESG_100217,2023,4.23,20.87
ESG_100219,2023,0.23,1.99
ESG_100220,2023,0.2,0.09
ESG_100228,2023,0.0,0.83
ESG_100235,2023,0.32,0.29
ESG_100238,2023,1.41,1.29
ESG_100243,2023,1.76,0.75
ESG_100250,2023,0.31,0.43
ESG_100255,2023,0.03,0.1
ESG_100259,2023,6.78,26.51
ESG_100262,2023,0.0,0.35
ESG_100267,2023,3.39,0.3
ESG_100272,2023,3.84,2.82
ESG_100280,2023,0.7,0.32
ESG_100288,2023,0.0,0.34
ESG_100293,2023,,
ESG_100303,2023,35.03,17.59
ESG_100306,2023,0.0,0.29
ESG_100309,2023,1.76,0.61
ESG_100314,2023,2.32,0.61
ESG_100318,2023,0.34,1.04
ESG_100322,2023,2.6,1.92
ESG_100324,2023,0.15,0.05
ESG_100329,2023,0.23,0.43
ESG_100336,2023,0.0,1.81
ESG_100343,2023,0.25,1.52
ESG_100347,2023,1.97,6.1
ESG_100354,2023,2.51,19.66
ESG_100359,2023,0.27,3.57
ESG_100364,2023,0.0,1.86
ESG_100366,2023,7.98,3.39
ESG_100368,2023,0.0,27.26
ESG_100371,2023,,
ESG_100373,2023,0.26,0.2
ESG_100374,2023,0.31,1.72
ESG_100377,2023,0.0,0.01
ESG_100384,2023,,
ESG_100390,2023,0.09,3.95
ESG_100396,2023,3.49,3.79
ESG_100401,2023,0.17,2.24
ESG_100407,2023,3.63,1.54
ESG_100415,2023,0.0,0.63
ESG_100419,2023,6.29,1.88
ESG_100421,2023,3.68,30.54
ESG_100426,2023,2.87,0.39
ESG_100908,2023,3.47,18.54
ESG_101222,2023,0.75,0.36
ESG_101273,2023,0.0,0.07
ESG_102010,2023,0.0,0.03
ESG_102014,2023,66.67,59.68
ESG_102018,2023,0.0,0.0
ESG_102022,2023,0.0,0.0
ESG_102023,2023,0.0,5.95
ESG_102028,2023,5.34,4.97
ESG_102030,2023,0.21,0.3
ESG_102033,2023,0.0,0.32
ESG_102037,2023,0.69,5.08
ESG_102049,2023,2.49,0.18
ESG_102055,2023,1.89,1.48
ESG_102056,2023,7.44,22.6
ESG_102057,2023,0.23,0.22
ESG_102059,2023,13.81,1.55
ESG_102062,2023,1.26,0.31
ESG_102066,2023,2.81,1.29
ESG_102070,2023,0.0,0.41
ESG_102081,2023,3.9,15.84
ESG_102082,2023,3.64,7.23
ESG_102083,2023,0.42,0.57
ESG_102084,2023,0.0,0.03
ESG_102085,2023,0.25,0.33
ESG_102086,2023,2.39,5.48
ESG_102093,2023,,
ESG_102097,2023,1.94,5.7
ESG_102099,2023,,
ESG_102103,2023,0.47,4.93
ESG_102108,2023,0.0,2.58
ESG_102114,2023,0.96,1.75
ESG_102117,2023,0.0,0.12
ESG_102121,2023,0.0,1.17
ESG_102123,2023,0.0,31.4
ESG_102124,2023,0.0,7.28
ESG_102125,2023,9.47,13.42
ESG_102130,2023,0.0,17.19
ESG_102131,2023,0.0,24.77
ESG_102137,2023,12.44,7.09
ESG_102150,2023,0.0,0.06
ESG_102153,2023,1.18,0.32
ESG_102154,2023,2.15,38.05
ESG_102158,2023,0.0,0.3
ESG_102159,2023,7.14,1.87
ESG_102163,2023,0.36,3.33
ESG_102166,2023,13.74,1.14
ESG_102171,2023,0.0,0.0
ESG_102173,2023,0.0,16.06
ESG_102174,2023,1.28,0.65
ESG_102177,2023,0.0,0.28
ESG_102179,2023,0.0,0.59
ESG_102180,2023,0.82,0.23
ESG_102184,2023,,
ESG_102187,2023,0.0,0.55
ESG_102189,2023,1.69,0.3
ESG_102193,2023,0.29,0.35
ESG_102198,2023,0.0,0.0
ESG_102206,2023,0.0,0.21
ESG_102209,2023,1.95,1.38
ESG_102221,2023,2.67,6.19
ESG_105576,2023,0.0,6.27
ESG_105641,2023,4.61,2.48
ESG_105663,2023,23.17,50.89
ESG_105667,2023,38.17,58.64
ESG_105671,2023,1.95,27.48
ESG_105675,2023,0.0,0.0
ESG_105692,2023,4.79,4.49
ESG_105704,2023,0.96,36.3
ESG_105706,2023,0.0,13.16
ESG_105708,2023,0.81,17.01
ESG_105749,2023,2.65,0.85
ESG_105755,2023,0.34,1.83
ESG_105776,2023,0.0,0.28
ESG_105800,2023,0.0,40.83
ESG_106053,2023,0.0,1.69
ESG_106295,2023,0.0,0.0
ESG_106547,2023,0.0,0.43
ESG_107599,2023,0.0,9.35
ESG_107604,2023,1.33,2.98
ESG_107607,2023,24.65,59.95
ESG_107608,2023,10.22,25.09
ESG_107629,2023,1.63,34.12
ESG_107631,2023,27.57,41.52
ESG_107632,2023,23.88,24.24
ESG_107633,2023,3.02,35.53
ESG_107634,2023,3.59,10.43
ESG_107652,2023,,
ESG_107682,2023,92.23,63.17
ESG_107759,2023,20.59,24.72
ESG_107766,2023,7.14,9.16
ESG_107773,2023,0.0,0.53
ESG_107774,2023,10.65,15.43
ESG_107777,2023,0.0,1.78
ESG_107779,2023,0.0,0.0
ESG_107824,2023,3.54,12.56
ESG_107830,2023,15.24,29.89
ESG_107831,2023,30.73,19.75
ESG_107866,2023,2.26,1.15
ESG_107867,2023,0.0,8.44
ESG_107868,2023,13.12,27.83
ESG_107876,2023,0.0,0.28
ESG_107879,2023,,
ESG_107880,2023,,
ESG_107883,2023,0.69,18.08
ESG_107885,2023,7.28,1.59
ESG_107887,2023,10.27,28.81
ESG_107888,2023,0.0,0.96
ESG_107889,2023,11.67,21.92
ESG_107893,2023,0.0,0.52
ESG_107897,2023,22.14,16.53
ESG_107903,2023,0.0,0.04
ESG_107909,2023,4.12,1.3
ESG_107912,2023,8.39,2.17
ESG_107933,2023,1.24,0.29
ESG_107938,2023,0.31,0.41
ESG_107939,2023,0.0,0.08
ESG_107941,2023,0.0,0.14
ESG_107945,2023,0.0,0.53
ESG_107949,2023,0.46,2.08
ESG_107954,2023,0.0,1.86
ESG_107957,2023,0.0,0.78
ESG_107958,2023,0.0,0.88
ESG_107959,2023,2.02,3.16
ESG_107961,2023,2.46,30.75
ESG_107963,2023,0.54,18.18
ESG_107964,2023,0.0,25.36
ESG_107966,2023,0.54,8.25
ESG_107968,2023,0.0,0.48
ESG_107971,2023,0.0,0.98
ESG_107972,2023,0.0,1.15
ESG_107974,2023,11.76,1.91
ESG_107976,2023,0.27,0.1
ESG_107978,2023,0.0,0.25
ESG_107981,2023,1.41,1.74
ESG_107982,2023,0.0,2.31
ESG_107985,2023,11.79,19.22
ESG_107988,2023,2.41,0.21
ESG_107990,2023,8.81,8.77
ESG_107993,2023,0.0,1.88
ESG_107994,2023,7.27,1.05
ESG_107995,2023,0.0,0.93
ESG_108000,2023,0.0,3.35
ESG_108003,2023,0.0,0.03
ESG_108005,2023,0.0,3.71
ESG_108009,2023,6.54,10.41
ESG_108018,2023,4.82,24.09
ESG_108019,2023,10.05,7.62
ESG_108020,2023,0.0,0.04
ESG_108022,2023,0.0,0.25
ESG_108024,2023,,
ESG_108026,2023,0.0,1.31
ESG_108029,2023,0.0,0.0
ESG_108030,2023,0.69,0.12
ESG_108032,2023,0.0,0.04
ESG_108037,2023,2.57,1.35
ESG_108038,2023,0.0,2.06
ESG_108039,2023,0.38,0.97
ESG_108041,2023,0.0,0.21
ESG_108042,2023,6.75,6.99
ESG_108044,2023,1.94,0.69
ESG_108046,2023,0.0,1.8
ESG_108049,2023,0.64,0.3
ESG_108053,2023,1.22,0.3
ESG_108056,2023,10.06,10.64
ESG_108058,2023,0.0,0.05
ESG_108060,2023,12.61,9.61
ESG_108065,2023,0.0,6.14
ESG_108070,2023,,
ESG_108071,2023,42.36,59.49
ESG_108079,2023,,
ESG_108080,2023,0.52,18.61
ESG_108081,2023,,
ESG_108082,2023,,
ESG_108083,2023,0.0,0.18
ESG_108084,2023,6.74,5.66
ESG_108085,2023,15.44,5.03
ESG_108086,2023,3.9,0.82
ESG_108087,2023,0.0,0.0
ESG_108088,2023,0.0,33.37
ESG_108089,2023,0.0,0.19
ESG_108092,2023,0.0,7.72
ESG_108093,2023,2.56,1.81
ESG_108095,2023,0.43,1.78
ESG_108097,2023,2.96,27.49
ESG_108099,2023,0.28,4.3
ESG_108101,2023,0.0,0.0
ESG_108105,2023,0.0,0.53
ESG_108113,2023,0.0,0.13
ESG_108114,2023,0.0,0.72
ESG_108115,2023,0.0,0.02
ESG_108116,2023,0.0,0.53
ESG_108117,2023,0.0,0.55
ESG_108118,2023,12.28,6.22
ESG_108120,2023,0.0,0.61
ESG_108121,2023,1.77,5.01
ESG_108122,2023,13.11,4.54
ESG_108123,2023,27.34,50.78
ESG_108124,2023,0.74,17.58
ESG_108124,2023,0.74,17.58
ESG_108126,2023,0.33,7.23
ESG_108127,2023,0.0,1.04
ESG_108128,2023,0.85,34.57
ESG_108134,2023,1.91,5.21
ESG_108136,2023,3.52,8.09
ESG_108138,2023,10.82,7.07
ESG_108141,2023,0.0,0.18
ESG_108144,2023,0.0,0.19
ESG_108145,2023,0.0,0.82
ESG_108147,2023,2.22,14.84
ESG_108152,2023,,
ESG_108153,2023,0.87,12.79
ESG_108155,2023,0.0,11.61
ESG_108160,2023,1.02,38.42
ESG_108162,2023,2.19,1.35
ESG_108164,2023,0.0,36.69
ESG_108166,2023,2.27,0.31
ESG_108168,2023,0.0,0.35
ESG_108169,2023,0.0,0.42
ESG_108176,2023,0.0,3.13
ESG_108179,2023,0.0,6.36
ESG_108326,2023,3.17,0.75
ESG_108327,2023,0.0,0.99
ESG_108331,2023,1.92,2.37
ESG_108333,2023,0.0,0.05
ESG_108335,2023,96.62,97.86
ESG_108341,2023,1.71,1.51
ESG_108345,2023,6.93,1.21
ESG_108347,2023,2.79,5.41
ESG_108348,2023,6.43,30.64
ESG_108350,2023,0.0,2.37
ESG_108351,2023,1.55,1.98
ESG_108373,2023,0.0,0.0
ESG_108384,2023,1.56,0.91
ESG_108389,2023,,
ESG_108427,2023,0.0,16.64
ESG_108436,2023,0.12,0.5
ESG_108442,2023,0.19,0.93
ESG_108448,2023,0.83,0.35
ESG_108455,2023,0.0,0.11
ESG_108460,2023,0.45,7.82
ESG_108464,2023,,
ESG_108469,2023,29.57,27.79
ESG_108485,2023,5.84,30.21
ESG_108496,2023,0.0,0.03
ESG_108498,2023,0.0,0.38
ESG_108502,2023,30.62,44.75
ESG_108503,2023,11.93,23.57
ESG_108504,2023,,
ESG_108510,2023,0.62,16.25
ESG_108512,2023,0.9,0.09
ESG_108517,2023,0.66,0.05
ESG_108521,2023,0.0,0.72
ESG_108525,2023,0.0,0.45
ESG_108528,2023,0.0,4.86
ESG_108533,2023,0.0,0.02
ESG_108536,2023,0.0,1.58
ESG_108538,2023,0.0,0.0
ESG_108553,2023,1.33,0.27
ESG_108554,2023,0.43,0.2
ESG_108556,2023,6.48,0.49
ESG_108558,2023,0.0,0.0
ESG_108559,2023,0.3,0.02
ESG_108561,2023,0.0,0.82
ESG_108564,2023,1.89,0.67
ESG_108565,2023,0.0,0.28
ESG_108567,2023,0.0,0.68
ESG_108569,2023,4.2,3.43
ESG_108570,2023,0.25,0.74
ESG_108572,2023,0.0,0.0
ESG_108575,2023,0.0,0.06
ESG_108576,2023,0.14,2.19
ESG_108579,2023,0.0,0.01
ESG_108582,2023,0.0,0.1
ESG_108585,2023,0.0,0.01
ESG_108586,2023,0.0,0.14
ESG_108587,2023,0.0,0.13
ESG_108588,2023,0.0,1.33
ESG_108589,2023,0.0,0.69
ESG_108591,2023,,
ESG_108593,2023,0.0,0.04
ESG_108595,2023,0.25,0.58
ESG_108597,2023,0.0,0.03
ESG_108600,2023,1.86,0.15
ESG_108605,2023,0.0,0.01
ESG_108610,2023,0.0,0.15
ESG_108649,2023,0.0,0.05
ESG_108703,2023,0.0,0.34
ESG_108706,2023,0.0,0.17
ESG_108709,2023,0.0,0.01
ESG_108711,2023,1.35,1.02
ESG_108712,2023,0.0,12.06
ESG_108717,2023,4.04,5.98
ESG_108719,2023,0.0,0.0
ESG_108727,2023,0.0,7.93
ESG_108730,2023,3.32,26.79
ESG_108773,2023,3.55,4.54
ESG_108777,2023,0.0,0.14
ESG_108783,2023,0.47,26.86
ESG_108786,2023,0.34,0.84
ESG_108788,2023,0.0,0.1
ESG_108790,2023,6.4,16.95
ESG_108792,2023,,
ESG_108794,2023,0.55,0.16
ESG_108795,2023,0.0,0.71
ESG_108797,2023,0.0,0.23
ESG_108800,2023,0.48,11.76
ESG_108803,2023,11.62,2.2
ESG_108805,2023,1.76,0.11
ESG_108806,2023,0.0,1.76
ESG_108809,2023,3.03,4.06
ESG_108814,2023,12.43,2.47
ESG_108816,2023,9.15,1.94
ESG_108817,2023,17.52,20.27
ESG_108820,2023,0.94,0.21
ESG_108822,2023,4.2,3.9
ESG_108823,2023,23.17,5.46
ESG_108824,2023,1.93,0.71
ESG_108826,2023,2.01,0.14
ESG_108827,2023,0.0,0.51
ESG_108828,2023,1.47,0.57
ESG_108832,2023,0.0,0.28
ESG_108834,2023,0.0,1.19
ESG_108835,2023,0.37,0.09
ESG_108836,2023,0.0,0.27
ESG_108840,2023,0.52,0.35
ESG_108841,2023,0.0,0.29
ESG_108843,2023,0.0,0.0
ESG_108846,2023,0.0,0.24
ESG_108847,2023,0.0,0.0
ESG_108849,2023,0.13,0.01
ESG_108850,2023,0.74,0.17
ESG_108852,2023,4.04,0.24
ESG_108854,2023,0.0,0.0
ESG_108856,2023,1.87,0.61
ESG_108864,2023,2.78,3.33
ESG_108866,2023,0.93,0.73
ESG_108872,2023,0.0,0.02
ESG_108873,2023,0.0,0.04
ESG_108876,2023,0.05,13.03
ESG_108879,2023,5.1,27.44
ESG_108881,2023,0.06,0.13
ESG_108885,2023,2.06,1.53
ESG_108886,2023,0.0,0.0
ESG_108888,2023,4.48,18.32
ESG_108890,2023,0.39,0.59
ESG_108892,2023,0.1,0.01
ESG_108894,2023,0.0,0.02
ESG_108898,2023,0.0,0.0
ESG_108902,2023,9.7,1.79
ESG_108905,2023,1.65,0.44
ESG_108908,2023,0.0,0.09
ESG_108911,2023,1.07,2.41
ESG_108913,2023,0.0,0.71
ESG_108916,2023,1.15,1.93
ESG_108917,2023,2.61,1.49
ESG_108920,2023,3.96,1.52
ESG_108922,2023,21.58,16.49
ESG_108925,2023,2.27,0.54
ESG_108930,2023,0.0,1.44
ESG_108931,2023,0.69,1.12
ESG_108933,2023,0.0,0.0
ESG_108934,2023,0.0,0.42
ESG_108941,2023,,
ESG_108942,2023,0.0,0.95
ESG_108944,2023,9.97,7.06
ESG_108945,2023,2.46,0.84
ESG_108947,2023,0.0,3.02
ESG_108950,2023,,
ESG_108951,2023,0.0,0.24
ESG_108952,2023,0.0,0.17
ESG_108953,2023,0.0,3.26
ESG_108955,2023,,
ESG_108956,2023,0.0,0.0
ESG_108959,2023,0.0,2.05
ESG_108960,2023,0.0,1.25
ESG_108963,2023,0.0,11.52
ESG_108965,2023,16.73,19.18
ESG_108967,2023,0.0,0.0
ESG_108977,2023,0.39,4.66
ESG_108978,2023,0.62,0.18
ESG_108982,2023,0.28,30.17
ESG_108983,2023,0.18,0.02
ESG_108984,2023,0.0,0.47
ESG_108993,2023,0.0,1.14
ESG_109000,2023,0.0,0.14
ESG_109005,2023,0.0,0.03
ESG_109007,2023,0.0,0.02
ESG_109013,2023,0.0,0.07
ESG_109018,2023,0.0,0.44
ESG_109019,2023,,
ESG_109022,2023,1.37,0.19
ESG_109028,2023,0.94,1.66
ESG_109038,2023,0.0,0.0
ESG_109040,2023,0.0,0.14
ESG_109045,2023,0.0,0.11
ESG_109051,2023,0.0,0.04
ESG_109062,2023,0.53,0.27
ESG_109072,2023,0.0,0.08
ESG_109075,2023,0.0,0.19
ESG_109095,2023,0.06,0.02
ESG_109103,2023,,
ESG_109104,2023,,
ESG_109107,2023,0.0,0.05
ESG_109108,2023,2.32,7.46
ESG_109109,2023,0.0,0.57
ESG_109112,2023,1.97,3.06
ESG_109116,2023,0.0,0.44
ESG_109120,2023,4.55,31.67
ESG_109121,2023,0.0,0.07
ESG_109122,2023,0.0,0.03
ESG_109124,2023,0.0,1.44
ESG_109125,2023,0.0,0.18
ESG_109126,2023,0.0,1.01
ESG_109127,2023,0.69,0.26
ESG_109131,2023,0.0,0.25
ESG_109134,2023,1.73,1.45
ESG_109135,2023,2.44,37.67
ESG_109137,2023,0.0,0.01
ESG_109138,2023,5.88,8.96
ESG_109139,2023,0.0,0.02
ESG_109140,2023,0.0,0.69
ESG_109144,2023,0.0,0.01
ESG_109146,2023,0.0,0.01
ESG_109147,2023,0.0,0.0
ESG_109148,2023,0.48,8.32
ESG_109149,2023,0.0,0.54
ESG_109150,2023,1.11,0.62
ESG_109151,2023,0.0,3.67
ESG_109154,2023,0.0,0.0
ESG_109155,2023,0.14,0.22
ESG_109157,2023,0.0,0.63
ESG_109158,2023,0.5,2.18
ESG_109160,2023,0.0,0.18
ESG_109162,2023,0.0,0.02
ESG_109164,2023,0.27,0.15
ESG_109168,2023,0.33,0.07
ESG_109169,2023,21.8,12.98
ESG_109170,2023,2.94,0.3
ESG_109172,2023,9.7,11.08
ESG_109173,2023,0.0,0.1
ESG_109176,2023,0.0,0.1
ESG_109177,2023,0.0,0.11
ESG_109178,2023,3.58,5.32
ESG_109183,2023,1.08,0.11
ESG_109184,2023,2.23,1.29
ESG_109190,2023,21.48,20.57
ESG_109191,2023,,
ESG_109193,2023,3.96,5.43
ESG_109196,2023,0.0,0.09
ESG_109250,2023,11.25,4.82
ESG_109251,2023,1.9,0.63
ESG_109252,2023,0.0,3.0
ESG_109253,2023,6.81,1.62
ESG_109254,2023,0.42,1.13
ESG_109255,2023,0.0,1.07
ESG_109256,2023,0.0,0.51
ESG_109257,2023,1.3,6.39
ESG_109265,2023,0.61,0.64
ESG_109297,2023,13.77,48.36
ESG_109312,2023,0.0,0.01
ESG_109316,2023,0.3,0.13
ESG_109322,2023,0.26,0.16
ESG_109323,2023,0.0,4.0
ESG_109325,2023,8.75,7.6
ESG_109337,2023,0.0,0.0
ESG_109339,2023,0.0,0.99
ESG_109341,2023,0.3,0.05
ESG_109344,2023,0.57,9.96
ESG_109347,2023,1.89,0.51
ESG_109351,2023,3.96,0.59
ESG_109354,2023,0.0,0.04
ESG_109355,2023,2.09,0.6
ESG_109357,2023,10.8,35.59
ESG_109359,2023,0.0,11.26
ESG_109361,2023,4.43,0.24
ESG_109362,2023,0.0,0.38
ESG_109363,2023,0.0,0.9
ESG_109366,2023,2.33,0.31
ESG_109367,2023,0.0,6.24
ESG_109374,2023,1.14,0.46
ESG_109375,2023,0.48,2.41
ESG_109376,2023,0.0,2.73
ESG_109377,2023,0.0,1.29
ESG_109378,2023,8.75,25.16
ESG_109379,2023,5.03,2.92
ESG_109380,2023,2.68,14.58
ESG_109381,2023,0.0,0.04
ESG_109382,2023,0.0,0.07
ESG_109383,2023,1.46,1.36
ESG_109384,2023,14.29,1.91
ESG_109385,2023,0.0,0.01
ESG_109386,2023,0.13,0.13
ESG_109387,2023,5.81,0.35
ESG_109388,2023,1.09,0.36
ESG_109389,2023,0.0,0.04
ESG_109390,2023,0.0,0.09
ESG_109393,2023,5.02,2.9
ESG_109395,2023,0.0,1.4
ESG_109400,2023,0.47,1.54
ESG_109401,2023,0.0,0.24
ESG_109402,2023,0.0,0.64
ESG_109406,2023,2.88,19.09
ESG_109410,2023,4.4,1.51
ESG_109413,2023,16.46,10.65
ESG_109415,2023,0.37,0.1
ESG_109416,2023,0.0,0.0
ESG_109417,2023,0.0,0.18
ESG_109418,2023,0.0,0.37
ESG_109421,2023,0.0,0.31
ESG_109423,2023,0.0,0.49
ESG_109424,2023,0.0,0.56
ESG_109425,2023,0.38,1.01
ESG_109426,2023,7.14,1.65
ESG_109427,2023,1.81,0.2
ESG_109428,2023,0.45,13.71
ESG_109429,2023,0.68,8.69
ESG_109430,2023,0.0,0.33
ESG_109432,2023,0.62,0.91
ESG_109433,2023,0.78,14.89
ESG_109434,2023,0.52,0.07
ESG_109437,2023,0.0,0.01
ESG_109442,2023,7.54,37.72
ESG_109443,2023,3.97,40.56
ESG_109444,2023,11.01,1.34
ESG_109445,2023,0.62,0.22
ESG_109446,2023,0.52,1.57
ESG_109448,2023,0.56,7.59
ESG_109449,2023,21.0,21.14
ESG_109450,2023,0.0,0.0
ESG_109451,2023,0.0,0.09
ESG_109452,2023,5.63,2.51
ESG_109453,2023,0.0,0.0
ESG_109454,2023,3.65,0.29
ESG_109455,2023,0.0,0.36
ESG_109457,2023,1.51,0.58
ESG_109458,2023,0.0,0.01
ESG_109460,2023,0.0,0.75
ESG_109462,2023,0.0,0.0
ESG_109463,2023,0.0,0.0
ESG_109464,2023,0.0,2.04
ESG_109465,2023,,
ESG_109466,2023,4.56,0.47
ESG_109467,2023,4.01,0.39
ESG_109468,2023,0.0,0.0
ESG_109470,2023,0.0,0.92
ESG_109471,2023,4.08,0.45
ESG_109474,2023,2.27,37.94
ESG_109475,2023,0.0,0.0
ESG_109478,2023,5.36,2.41
ESG_109480,2023,0.0,2.68
ESG_109483,2023,0.06,0.01
ESG_109484,2023,0.11,0.87
ESG_109485,2023,2.95,0.54
ESG_109487,2023,0.0,0.92
ESG_109488,2023,0.56,0.94
ESG_109491,2023,14.02,3.24
ESG_109492,2023,5.54,31.21
ESG_109493,2023,1.08,1.59
ESG_109499,2023,0.24,0.69
ESG_109501,2023,0.59,0.42
ESG_109503,2023,4.36,3.05
ESG_109504,2023,2.37,1.2
ESG_109505,2023,0.0,0.49
ESG_109532,2023,4.97,5.47
ESG_109546,2023,11.5,2.19
ESG_109549,2023,,
ESG_109552,2023,0.0,0.05
ESG_109557,2023,0.0,0.24
ESG_109577,2023,28.42,5.25
ESG_109668,2023,0.0,0.0
ESG_109672,2023,0.93,6.62
ESG_109674,2023,0.0,0.0
ESG_109678,2023,6.46,9.14
ESG_109695,2023,0.0,0.0
ESG_109701,2023,0.0,0.01
ESG_109702,2023,0.0,0.0
ESG_109706,2023,0.0,0.02
ESG_109725,2023,0.0,0.0
ESG_109794,2023,0.33,0.07
ESG_111391,2023,0.0,0.01
ESG_111395,2023,4.14,1.13
ESG_111396,2023,0.0,0.05
ESG_111416,2023,0.0,0.0
ESG_111418,2023,0.0,0.21
ESG_111420,2023,0.0,0.2
ESG_111423,2023,0.0,0.0
ESG_111424,2023,0.0,0.19
ESG_111425,2023,0.0,0.15
ESG_111426,2023,0.0,0.0
ESG_111428,2023,0.0,0.0
ESG_111432,2023,0.0,3.53
ESG_111434,2023,0.0,0.0
ESG_111438,2023,0.0,0.0
ESG_111451,2023,0.0,0.01
ESG_111453,2023,0.0,0.0
ESG_111458,2023,0.0,0.0
ESG_111463,2023,0.45,0.57
ESG_111465,2023,13.31,45.99
ESG_111466,2023,0.0,1.89
ESG_111468,2023,0.0,0.11
ESG_111469,2023,0.0,0.37
ESG_111472,2023,0.0,0.05
ESG_111474,2023,4.65,12.89
ESG_111483,2023,1.19,24.61
ESG_111494,2023,0.0,0.09
ESG_111497,2023,0.0,0.0
ESG_111500,2023,0.0,2.99
ESG_111505,2023,0.0,0.0
ESG_111514,2023,0.0,0.0
ESG_111517,2023,0.0,5.78
ESG_111524,2023,0.0,0.0
ESG_111531,2023,0.0,0.0
ESG_127727,2023,0.09,0.08
ESG_131926,2023,,
ESG_153288,2023,,
ESG_153390,2023,,
ESG_153499,2023,,
ESG_154191,2023,,
ESG_154191,2023,,
ESG_154198,2023,,
ESG_154198,2023,,
ESG_164025,2023,,
ESG_164469,2023,,
ESG_165180,2023,,
ESG_168481,2023,,
ESG_169352,2023,,
ESG_111429,2023,,
ESG_111430,2023,,
ESG_111459,2023,,
ESG_111522,2023,,
ESG_111526,2023,,
ESG_111530,2023,,
ESG_111539,2023,,
